,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
282,Tuatapere,88,NZ,1539312158,100,-46.13,167.69,44.01,19.15
283,Port Elizabeth,90,US,1539310620,96,39.31,-74.98,75.92,13.87
284,Raudeberg,48,NO,1539310800,59,61.99,5.14,60.8,14.99
285,Sao Paulo de Olivenca,64,BR,1539312159,91,-3.38,-68.87,77.0,2.59
286,Arraial do Cabo,92,BR,1539312159,98,-22.97,-42.02,73.17,4.5
287,Bukachacha,0,RU,1539312159,47,52.99,116.91,51.75,3.38
288,Pangnirtung,0,CA,1539312160,100,66.15,-65.72,14.31,11.65
289,Moose Factory,90,CA,1539310440,100,51.26,-80.61,33.8,11.41
290,Sao Filipe,0,CV,1539312160,95,14.9,-24.5,79.7,10.31
291,Ciudad Bolivar,24,VE,1539312160,95,8.12,-63.55,73.8,5.5
292,Amargosa,80,BR,1539312160,93,-13.03,-39.6,68.36,7.74
293,Tchollire,12,CM,1539312160,78,8.4,14.17,69.84,3.38
294,Valdivia,24,CL,1539309600,93,-39.81,-73.25,39.2,5.28
295,Petropavlovsk-Kamchatskiy,64,RU,1539309600,53,53.05,158.65,51.8,4.47
296,Cherskiy,48,RU,1539312161,96,68.75,161.3,26.64,2.04
297,Miri,36,NG,1539312161,77,10.31,9.75,71.55,3.6
298,Katangli,0,RU,1539312161,90,51.71,143.23,48.42,5.06
299,Namatanai,24,PG,1539312162,98,-3.66,152.44,84.87,7.74
300,Clinton,1,US,1539310500,81,41.84,-90.19,42.98,6.93
301,Cartagena,0,ES,1539311400,93,37.63,-1.0,64.4,5.82
302,Clonakilty,75,IE,1539311400,100,51.62,-8.87,53.6,25.28
303,Boa Esperanca do Sul,0,BR,1539312163,83,-21.99,-48.39,68.76,15.46
304,Rocha,92,UY,1539312163,99,-34.48,-54.34,46.17,8.63
305,Tarapur,20,IN,1539311400,61,22.49,72.66,82.4,3.36
306,Dulce Grande,40,MX,1539308940,59,23.0,-102.17,64.4,5.82
307,Broome,48,GB,1539310800,93,52.47,1.45,57.2,11.41
308,Poya,56,NC,1539312164,100,-21.35,165.16,71.73,5.73
309,Los Llanos de Aridane,0,ES,1539309600,60,28.66,-17.92,71.6,5.82
310,Villanueva,100,NI,1539312164,94,12.96,-86.82,74.97,2.71
311,Yeppoon,75,AU,1539309600,73,-23.13,150.74,77.0,5.82
312,Christchurch,76,NZ,1539309600,81,-43.53,172.64,42.8,19.46
313,Redcar,0,GB,1539310800,93,54.62,-1.06,51.8,5.82
314,Kuandian,0,CN,1539312165,68,40.73,124.78,52.43,3.6
315,Graciano Sanchez,80,MX,1539312165,100,23.92,-99.28,72.54,2.93
316,Haverfordwest,100,GB,1539309000,87,51.8,-4.97,57.2,35.57
317,Dondo,40,MZ,1539309600,88,-19.62,34.74,75.2,4.7
318,Touros,88,BR,1539312166,93,-5.2,-35.46,75.65,14.34
319,Rabo de Peixe,75,PT,1539309600,94,37.8,-25.58,71.6,24.16
320,Yarim,0,YE,1539312166,59,14.3,44.38,40.32,3.6
321,Kitimat,75,CA,1539309600,87,54.02,-128.69,50.0,26.4
322,Kasangulu,20,CD,1539309600,88,-4.59,15.17,73.4,3.36
323,Rio Brilhante,64,BR,1539312167,79,-21.8,-54.54,76.14,11.43
324,San Cristobal,40,EC,1539309600,71,-0.39,-78.55,51.8,9.17
325,Roald,44,NO,1539310800,51,62.58,6.12,60.8,13.87
326,Boulsa,0,BF,1539312168,90,12.66,-0.57,71.82,2.93
327,Point Pedro,0,LK,1539312168,100,9.82,80.23,81.36,12.66
328,Santa Cruz,1,US,1539309360,67,36.97,-122.03,66.2,3.36
329,Coquimbo,0,CL,1539309600,81,-29.95,-71.34,51.8,3.36
330,Smoky Lake,80,CA,1539312170,89,54.11,-112.47,32.76,7.74
331,Romny,0,UA,1539312170,82,50.74,33.49,37.53,5.06
332,Aranda de Duero,24,ES,1539312171,93,41.67,-3.69,49.1,5.17
333,Scottsbluff,1,US,1539309180,88,41.87,-103.67,41.0,9.17
334,Katsuura,75,JP,1539309600,55,33.93,134.5,62.6,3.36
335,Sioux Lookout,90,CA,1539309780,92,50.1,-91.92,28.4,10.29
336,Sorong,32,ID,1539312171,100,-0.86,131.25,80.46,4.27
337,Ossora,56,RU,1539312171,95,59.24,163.07,43.25,4.27
338,Rawson,0,AR,1539311909,37,-43.3,-65.11,57.6,19.26
339,Marawi,44,PH,1539312172,89,8.0,124.29,78.53,1.81
340,Ilek,0,RU,1539312172,72,51.53,53.38,35.55,11.54
341,Dakar,0,SN,1539309600,88,14.69,-17.45,80.6,4.7
342,Tshikapa,36,CD,1539312172,99,-6.42,20.79,71.19,1.92
343,Yellowknife,75,CA,1539309600,86,62.45,-114.38,30.2,5.82
344,Te Anau,88,NZ,1539312172,89,-45.41,167.72,35.19,11.1
345,Sinop,20,TR,1539312172,100,42.03,35.15,64.58,6.29
346,Lufilufi,64,WS,1539312173,100,-13.87,-171.6,81.99,16.58
347,Kenai,90,US,1539309360,68,60.55,-151.26,51.08,7.4
348,Portland,20,US,1539309360,50,45.52,-122.67,62.96,5.82
349,Lebu,0,ET,1539312173,79,8.96,38.73,39.78,3.6
350,Kabala,92,SL,1539312174,98,9.59,-11.55,73.35,3.71
351,Aklavik,90,CA,1539309600,92,68.22,-135.01,24.8,6.93
352,Mount Isa,44,AU,1539309600,19,-20.73,139.49,87.8,6.93
353,Arak,0,IR,1539312144,89,34.1,49.69,47.52,2.04
354,Verkhnyaya Khava,0,RU,1539309600,86,51.84,39.93,33.8,4.47
355,Baoying,0,CN,1539312174,68,33.24,119.31,66.78,4.61
356,San Quintin,20,PH,1539309600,62,17.54,120.52,87.8,2.24
357,Chaman,0,AF,1539312175,57,30.92,66.46,40.55,3.94
358,Ruteng,0,ID,1539312175,38,-8.61,120.46,89.78,2.82
359,Tromso,75,NO,1539309000,93,69.65,18.96,42.8,12.75
360,Gallatin,1,US,1539310500,76,36.39,-86.45,57.02,11.21
361,Nome,1,US,1539310500,76,30.04,-94.42,71.06,4.7
362,Kabompo,0,ZM,1539312176,40,-13.6,24.21,58.05,7.4
363,Reyes,92,BO,1539312176,99,-14.3,-67.34,73.17,1.03
364,Koslan,88,RU,1539312176,83,63.46,48.9,34.88,10.2
365,Pimentel,0,BR,1539312176,92,-3.7,-45.5,75.06,4.61
366,Olaya,75,CO,1539309600,87,6.63,-75.81,60.8,6.93
367,Tongliao,0,CN,1539312177,51,43.61,122.27,60.35,7.96
368,Konevo,48,BG,1539312177,74,41.67,25.61,56.48,9.98
369,Arinos,68,BR,1539312177,32,-15.92,-46.11,80.82,7.29
370,Anadyr,75,RU,1539309600,89,64.73,177.51,39.2,11.18
371,Lucapa,20,AO,1539312178,96,-8.42,20.74,64.8,2.82
372,Lerwick,92,GB,1539310800,93,60.15,-1.15,55.4,17.22
373,Ous,68,RU,1539312178,66,60.91,61.52,31.86,9.19
374,Ivanovka,8,KG,1539312178,72,42.89,75.08,33.48,2.37
375,Havre-Saint-Pierre,90,CA,1539309600,69,50.23,-63.6,33.8,5.82
376,Funadhoo,80,MV,1539312179,100,6.15,73.27,81.36,8.19
377,Hovd,0,NO,1539310800,62,63.83,10.7,57.2,20.8
378,Sabang,80,PH,1539312179,87,13.72,123.58,84.2,7.4
379,Pakdasht,40,IR,1539309600,45,35.48,51.68,64.4,4.7
380,Neyshabur,0,IR,1539312180,54,36.21,58.79,37.13,2.37
381,Baghdad,32,IQ,1539309600,30,33.3,44.38,80.6,10.29
382,Batticaloa,56,LK,1539312180,100,7.71,81.69,79.7,4.94
383,Ewo,92,CG,1539312180,99,-0.88,14.81,68.18,3.49
384,Natal,20,BR,1539309600,69,-5.81,-35.21,78.8,12.75
385,Nakamura,75,JP,1539309600,56,35.17,136.87,69.8,26.4
386,Le Port,0,FR,1539312181,96,42.87,1.37,39.15,1.48
387,Coahuayana,8,MX,1539312182,91,18.62,-100.35,65.52,2.15
388,Muriwai Beach,76,NZ,1539309600,72,-36.82,174.45,60.8,31.09
389,Olinda,75,EC,1539309600,78,-2.03,-79.75,71.6,13.87
390,Sawakin,0,SD,1539312182,100,19.1,37.33,68.58,3.94
391,Leshukonskoye,32,RU,1539312121,88,64.9,45.76,35.64,9.19
392,Katherine,0,AU,1539309600,30,-14.47,132.26,95.0,4.7
393,Chipoka,20,MW,1539312183,100,-13.99,34.52,74.7,9.42
394,Sivaki,20,RU,1539312183,54,52.63,126.75,51.57,3.49
395,Antalaha,92,MG,1539312183,96,-14.9,50.28,72.0,12.1
396,Hobara,75,JP,1539309600,77,37.82,140.55,64.4,8.05
397,Tautira,40,PF,1539309600,58,-17.73,-149.15,86.0,3.36
398,Airai,0,TL,1539312184,32,-8.93,125.41,88.25,1.7
399,Bereda,76,ES,1539311400,72,43.27,-7.54,64.4,13.87
400,Tabas,0,IR,1539309600,27,33.6,56.92,62.6,4.7
401,Homer,75,US,1539309180,63,59.64,-151.54,51.98,5.82
402,Jian,92,IN,1539312185,100,25.65,87.89,73.35,7.85
403,Dingle,24,PH,1539312136,71,11.0,122.67,86.18,10.65
404,Wellington,88,NZ,1539309600,87,-41.29,174.78,50.0,31.09
405,Caxias,0,BR,1539309600,55,-4.87,-43.35,86.0,6.93
406,Poum,0,MK,1539312185,87,41.28,20.71,36.18,2.59
407,Le Vauclin,0,MQ,1539309600,88,14.55,-60.84,77.0,4.7
408,Mzimba,20,MW,1539312186,83,-11.9,33.6,62.96,6.4
409,Pochutla,75,MX,1539308640,65,15.74,-96.47,78.8,2.15
410,Usinsk,88,RU,1539312186,87,66.0,57.56,32.67,18.7
411,Geilo,92,NO,1539312186,97,60.53,8.21,41.22,2.37
412,Palmares do Sul,75,BR,1539309600,77,-30.26,-50.51,64.4,16.11
413,Bilma,48,NE,1539312187,26,18.69,12.92,75.83,4.16
414,Biak,12,ID,1539312187,92,-0.91,122.88,81.9,3.6
415,Aurillac,0,FR,1539311400,77,44.93,2.44,62.6,10.29
416,Naryan-Mar,88,RU,1539312187,100,67.67,53.09,36.18,28.77
417,Yerbogachen,88,RU,1539312187,64,61.28,108.01,38.52,7.74
418,Vrangel,0,RU,1539312188,100,42.73,133.08,53.6,18.7
419,Kieta,68,PG,1539312149,95,-6.22,155.63,82.76,5.39
420,Brighton,75,GB,1539310800,87,50.82,-0.14,59.0,9.17
421,Maraa,64,BR,1539312188,94,-1.83,-65.37,76.5,2.59
422,Nazas,0,MX,1539312189,63,25.22,-104.11,56.79,2.48
423,Vila Franca do Campo,75,PT,1539309600,94,37.72,-25.43,71.6,24.16
424,Sao Luiz Gonzaga,68,BR,1539312189,97,-28.41,-54.96,69.26,10.2
425,Nova Olinda do Norte,32,BR,1539312189,94,-3.89,-59.1,76.91,2.59
426,Omboue,88,GA,1539312189,100,-1.57,9.26,77.49,8.08
427,Fairbanks,75,US,1539309480,99,64.84,-147.72,42.44,4.7
428,Maragogi,92,BR,1539312189,82,-9.01,-35.22,75.78,6.17
429,Sakai,75,JP,1539309600,49,34.53,135.5,68.0,9.17
430,Buin,20,CL,1539309600,76,-33.73,-70.74,51.8,6.93
431,Najran,0,SA,1539309600,25,17.54,44.22,66.2,2.04
432,Sinnamary,20,GF,1539312190,94,5.38,-52.96,81.09,13.89
433,Chuy,100,UY,1539312184,100,-33.69,-53.46,51.8,8.3
434,Kavieng,68,PG,1539312190,99,-2.57,150.8,86.04,9.31
435,Solnechnyy,0,RU,1539312191,55,50.72,136.64,50.67,3.27
436,Tehri,0,IN,1539312191,72,30.38,78.48,51.12,2.04
437,Marystown,64,CA,1539312191,100,47.17,-55.16,34.65,6.51
438,Paamiut,0,GL,1539312191,100,61.99,-49.67,35.19,28.77
439,Balkhash,44,KZ,1539312191,100,46.84,74.98,53.46,9.98
440,Bathsheba,40,BB,1539309600,83,13.22,-59.52,82.4,8.05
441,Coria,44,ES,1539312192,95,39.98,-6.54,50.76,3.94
442,Mina,24,PH,1539312192,71,10.93,122.57,86.18,10.65
443,Beloha,0,MG,1539312192,83,-25.17,45.06,66.11,7.63
444,Noyabrsk,88,RU,1539312192,100,63.2,75.45,35.96,8.97
445,Iquitos,90,PE,1539309600,94,-3.75,-73.25,75.2,6.93
446,Walvis Bay,76,NA,1539309600,87,-22.95,14.51,55.4,9.17
447,Puerto Escondido,75,MX,1539308640,65,15.86,-97.07,78.8,1.36
448,Puerto Ayacucho,75,CO,1539309600,94,5.66,-67.63,77.0,3.36
449,Salinas,1,US,1539309300,69,36.67,-121.66,62.6,6.93
450,Padang,80,ID,1539312194,100,-0.92,100.36,78.66,11.54
451,Ust-Ishim,76,RU,1539312194,95,57.69,71.17,39.51,9.64
452,Buala,68,SB,1539312194,88,-8.15,159.59,84.78,5.73
453,Tuyen Quang,0,VN,1539312194,85,21.82,105.22,74.03,3.6
454,Benghazi,44,LY,1539312195,100,32.12,20.07,73.76,18.48
455,Potsdam,0,DE,1539310800,71,52.4,13.06,55.4,5.82
456,Pychas,32,RU,1539312195,77,56.5,52.44,33.75,11.43
457,Bullhead City,90,US,1539309360,45,35.15,-114.57,80.6,5.82
458,Egvekinot,88,RU,1539312195,77,66.32,-179.17,33.21,11.65
459,Qinhuangdao,0,CN,1539311999,33,39.94,119.59,62.82,4.05
460,Wajir,0,KE,1539312196,75,1.75,40.07,71.46,7.63
461,Zhangjiakou,0,CN,1539312196,49,40.77,114.88,50.45,3.83
462,Margate,75,AU,1539309600,62,-43.03,147.26,57.2,11.41
463,Srednekolymsk,88,RU,1539312143,84,67.46,153.71,28.31,3.15
464,Varnavino,32,RU,1539312196,93,61.19,46.56,33.53,12.55
465,Aswan,0,EG,1539312186,72,24.09,32.9,63.68,5.61
466,Jaciara,64,BR,1539312197,92,-15.95,-54.98,74.66,3.15
467,Biskamzha,8,RU,1539312197,69,53.45,89.53,34.16,2.71
468,Zhangye,0,CN,1539312197,56,38.94,100.46,53.1,4.16
469,Cockburn Town,100,TC,1539312197,100,21.46,-71.14,81.54,11.32
470,Albanel,90,CA,1539309600,100,48.88,-72.44,39.2,11.41
471,Bastia,75,IT,1539310800,77,44.6,8.98,62.6,3.36
472,Havoysund,0,NO,1539309000,86,71.0,24.66,39.2,4.7
473,Umm Kaddadah,0,SD,1539312198,26,13.6,26.69,71.73,12.77
474,Severodvinsk,40,RU,1539309600,100,64.56,39.82,33.8,2.24
475,Diego de Almagro,8,CL,1539312198,92,-26.39,-70.05,52.43,2.15
476,Chenghai,20,CN,1539309600,57,23.46,116.77,75.2,8.95
477,San Ramon,48,NI,1539312199,100,12.92,-85.84,65.66,1.59
478,Linjiang,0,CN,1539312199,79,41.81,126.91,45.81,3.49
479,Takoradi,64,GH,1539312199,100,4.89,-1.75,76.55,6.62
480,Sebring,8,US,1539309300,100,27.5,-81.44,77.0,4.7
481,Kigoma,44,TZ,1539312200,100,-4.88,29.64,74.7,7.96
482,Kushima,75,JP,1539309600,45,31.5,131.29,64.4,5.82
483,Aquiraz,0,BR,1539309600,83,-3.9,-38.39,78.8,10.29
484,Kamalia,0,PK,1539312200,85,30.73,72.64,68.4,7.18
485,Pandan,8,PH,1539312200,97,11.72,122.09,84.69,15.46
486,Amparafaravola,0,MG,1539312201,83,-17.68,48.22,58.73,11.88
487,Mitsamiouli,0,KM,1539312201,100,-11.38,43.28,76.32,10.42
488,Saint-Francois,0,FR,1539311400,82,46.42,3.91,59.0,2.24
489,Kudahuvadhoo,0,MV,1539312201,100,2.67,72.89,81.9,6.51
490,Jaffna,32,LK,1539312202,100,9.67,80.01,83.07,13.22
491,Reconquista,76,AR,1539312007,70,-29.14,-59.64,68.58,17.47
492,Marquette,90,US,1539310680,17,46.54,-87.4,37.04,19.48
493,Bouna,68,CI,1539312202,98,9.27,-3.0,69.53,6.73
494,Rio Gallegos,40,AR,1539309600,52,-51.62,-69.22,44.6,12.75
495,Talavera,75,PH,1539309600,70,15.58,120.92,86.0,13.87
496,Atyrau,0,KZ,1539309600,77,47.1,51.92,39.2,11.18
497,Gua Musang,64,MY,1539312203,87,4.88,101.97,79.92,2.37
498,Triesen,0,AT,1539310800,93,47.11,9.53,51.8,3.36
499,Torres,92,BR,1539311920,100,-29.34,-49.73,62.73,11.65
500,Berlevag,75,NO,1539310800,93,70.86,29.09,41.0,6.96
501,Lusambo,100,CD,1539312204,98,-4.97,23.44,69.48,1.59
502,Belyy Yar,12,RU,1539309600,81,53.6,91.39,32.0,3.27
503,Ostrovnoy,12,RU,1539312205,89,68.05,39.51,28.26,11.43
504,Medveda,0,RU,1539309600,92,56.51,92.41,26.6,2.24
505,Chapais,90,CA,1539309600,100,49.78,-74.86,37.4,12.75
506,Blind River,40,CA,1539310500,13,46.19,-82.96,42.8,9.17
507,Tabory,0,PL,1539312205,84,53.89,19.53,51.57,11.77
508,Zaliztsi,8,UA,1539312206,89,49.8,25.38,45.27,8.41
509,Port Lincoln,0,AU,1539312032,78,-34.72,135.86,66.33,14.12
510,Dhidhdhoo,80,MV,1539312206,100,6.88,73.1,77.94,7.52
511,Broken Hill,48,AU,1539312206,59,-31.97,141.45,71.91,9.53
512,Djambala,92,CG,1539312206,99,-2.55,14.76,68.58,7.29
513,Storozhevaya,0,RU,1539312207,87,43.89,41.46,35.64,2.04
514,Hoshangabad,0,IN,1539309600,77,22.75,77.72,69.8,3.36
515,Yuksekova,40,TR,1539309600,93,37.57,44.29,48.2,4.7
516,Klyuchi,24,RU,1539312207,51,52.25,79.17,47.21,14.79
517,Praia da Vitoria,40,PT,1539309600,88,38.73,-27.07,69.8,36.37
518,Sisak,90,HR,1539311400,93,45.49,16.38,44.6,1.12
519,Monrovia,75,LR,1539307800,94,6.33,-10.8,75.2,2.82
520,Surt,44,LY,1539312208,100,31.21,16.59,70.92,9.86
521,Jalu,0,LY,1539312209,69,29.03,21.55,60.48,6.4
522,Pangai,20,TO,1539309600,83,-19.8,-174.35,82.4,9.17
523,Ucluelet,36,CA,1539312209,93,48.94,-125.55,48.87,1.92
524,Prince Albert,20,CA,1539309600,71,53.2,-105.75,32.0,4.7
525,Lasa,64,CY,1539311400,68,34.92,32.53,68.0,6.93
526,Otradnoye,90,RU,1539309600,100,59.77,30.8,42.8,6.71
527,Le Mars,75,US,1539310500,89,42.79,-96.17,33.8,3.04
528,Tricase,0,IT,1539309300,93,39.93,18.36,57.2,2.24
529,Chupa,75,PE,1539309600,65,-15.11,-69.99,46.4,4.7
530,Dunedin,92,NZ,1539312210,85,-45.87,170.5,38.66,17.13
531,Tuy Hoa,92,VN,1539312211,100,13.08,109.3,78.8,10.2
532,Penzance,90,GB,1539309000,93,50.12,-5.53,57.2,27.51
533,Mogadishu,92,SO,1539312211,100,2.04,45.34,78.53,16.46
534,Lagdo,20,CM,1539312211,78,9.06,13.67,73.71,2.37
535,Hobyo,0,SO,1539312211,87,5.35,48.53,76.68,17.25
536,Kenora,90,CA,1539310500,79,49.76,-94.48,28.4,8.05
537,Pokaran,0,IN,1539312212,45,26.93,71.92,73.35,5.95
538,Saint Augustine,20,TT,1539309600,83,10.65,-61.4,80.6,4.7
539,Yarada,24,IN,1539312144,100,17.65,83.27,84.06,18.25
540,Dukat,12,RS,1539312212,89,42.44,22.31,42.03,1.81
541,Kokopo,24,PG,1539312213,98,-4.34,152.27,84.33,3.71
542,Port Augusta,0,AU,1539309600,36,-32.49,137.76,75.2,12.75
543,Haines Junction,32,CA,1539312213,84,60.75,-137.51,29.3,2.15
544,Griffith,8,AU,1539312213,71,-34.29,146.06,68.4,13.33
545,Bondo,76,CD,1539312214,100,3.81,23.69,69.21,2.26
546,Magadan,90,RU,1539309600,87,59.56,150.8,44.6,2.24
547,Hillsborough,1,US,1539309360,65,37.57,-122.38,69.08,10.29
548,Zhuhai,0,CN,1539309600,29,40.71,112.04,50.0,2.24
549,De Aar,68,ZA,1539312214,32,-30.65,24.01,56.61,7.18
550,Brae,92,GB,1539310800,93,60.4,-1.35,55.4,17.22
551,Monteria,75,CO,1539309600,94,10.74,-74.19,77.0,6.93
552,Mehamn,75,NO,1539310800,93,71.03,27.85,41.0,4.83
553,San Juan,20,PR,1539309360,79,18.47,-66.12,80.06,3.36
554,Safranbolu,64,TR,1539312216,100,41.25,32.69,54.5,1.7
555,Maniitsoq,0,GL,1539312216,100,65.42,-52.9,18.81,6.62
556,Weinan,24,CN,1539309600,41,34.5,109.46,60.8,13.42
557,Union,1,US,1539310500,64,47.36,-123.1,57.92,1.92
558,Bijawar,0,IN,1539312217,64,24.62,79.49,80.28,4.94
559,Znamenskoye,88,RU,1539312218,76,57.13,73.82,43.56,11.43
560,Doka,8,SD,1539312218,91,13.52,35.76,67.23,2.71
561,Victoria,75,BN,1539309600,70,5.28,115.24,87.8,6.93
562,Nerchinskiy Zavod,0,RU,1539312219,43,51.31,119.61,54.68,4.94
563,Vardo,90,US,1539310500,70,39.62,-77.74,71.06,16.11
